datetime,Will Israel or the US target an Iranian nuclear facility,Will Israel or the US target an Iranian oil or gas facility,Will Israel or the US target Fordow nuclear facility,Will Israel or the US target Isfahan Nuclear Technology Center nuclear facility,Will Israel or the US target Natanz Uranium Enrichment Facility
2026-03-02 20:15:00,0.967,0.695,0.63,0.95,0.931
2026-03-02 20:16:00,0.968,0.695,0.63,0.95,0.9265
2026-03-02 20:17:00,0.968,0.695,0.635,0.95,0.9355
2026-03-02 20:18:00,0.968,0.71,0.625,0.95,0.935
2026-03-02 20:19:00,0.9675,0.71,0.625,0.95,0.9355
2026-03-02 20:20:00,0.9675,0.71,0.625,0.95,0.9355
2026-03-02 20:21:00,0.9675,0.71,0.625,0.95,0.936
2026-03-02 20:22:00,0.9665,0.71,0.625,0.95,0.936
2026-03-02 20:23:00,0.966,0.71,0.625,0.95,0.9205
2026-03-02 20:24:00,0.9655,0.71,0.625,0.95,0.926
2026-03-02 20:25:00,0.9655,0.71,0.625,0.95,0.926
2026-03-02 20:26:00,0.9665,0.71,0.625,0.95,0.926
2026-03-02 20:27:00,0.9665,0.71,0.625,0.95,0.9255
2026-03-02 20:29:00,0.9665,0.71,0.625,0.95,0.925
2026-03-02 20:31:00,0.966,0.71,0.61,0.95,0.925
2026-03-02 20:32:00,0.964,0.71,0.605,0.95,0.925
2026-03-02 20:33:00,0.963,0.71,0.605,0.95,0.9255
2026-03-02 20:34:00,0.966,0.71,0.605,0.95,0.9305
2026-03-02 20:35:00,0.9665,0.71,0.605,0.95,0.942
2026-03-02 20:36:00,0.9665,0.71,0.635,0.95,0.942
2026-03-02 20:37:00,0.9665,0.725,0.63,0.95,0.93
2026-03-02 20:38:00,0.966,0.725,0.63,0.95,0.926
2026-03-02 20:39:00,0.966,0.725,0.63,0.95,0.926
2026-03-02 20:40:00,0.966,0.725,0.605,0.95,0.925
2026-03-02 20:41:00,0.966,0.725,0.605,0.95,0.935
2026-03-02 20:42:00,0.9655,0.725,0.605,0.95,0.926
2026-03-02 20:43:00,0.966,0.725,0.605,0.95,0.9305
2026-03-02 20:44:00,0.9695,0.725,0.595,0.95,0.9255
2026-03-02 20:45:00,0.97,0.725,0.595,0.95,0.9355
2026-03-02 20:46:00,0.97,0.725,0.595,0.95,0.9425
2026-03-02 20:47:00,0.97,0.725,0.595,0.95,0.9425
2026-03-02 20:48:00,0.9695,0.725,0.62,0.95,0.9415
2026-03-02 20:49:00,0.97,0.73,0.625,0.95,0.93
2026-03-02 20:50:00,0.967,0.735,0.63,0.95,0.9355
2026-03-02 20:51:00,0.9665,0.72,0.565,0.95,0.92
2026-03-02 20:52:00,0.966,0.73,0.565,0.95,0.921
2026-03-02 20:53:00,0.9655,0.73,0.565,0.95,0.9305
2026-03-02 20:54:00,0.966,0.73,0.565,0.95,0.9255
2026-03-02 20:55:00,0.966,0.73,0.565,0.95,0.9375
2026-03-02 20:56:00,0.966,0.73,0.565,0.95,0.921
2026-03-02 20:57:00,0.967,0.715,0.565,0.95,0.9255
2026-03-02 20:58:00,0.968,0.725,0.565,0.95,0.938
2026-03-02 20:59:00,0.9665,0.725,0.625,0.95,0.9305
2026-03-02 21:00:00,0.9665,0.725,0.625,0.95,0.9355
2026-03-02 21:01:00,0.9665,0.725,0.625,0.95,0.9255
2026-03-02 21:02:00,0.9665,0.725,0.62,0.95,0.964
2026-03-02 21:03:00,0.9665,0.725,0.62,0.95,0.925
2026-03-02 21:04:00,0.9665,0.725,0.62,0.95,0.9205
2026-03-02 21:06:00,0.9665,0.725,0.62,0.95,0.92
2026-03-02 21:07:00,0.9665,0.725,0.62,0.95,0.92
2026-03-02 21:09:00,0.9685,0.725,0.625,0.95,0.916
2026-03-02 21:10:00,0.9665,0.72,0.625,0.95,0.9205
2026-03-02 21:11:00,0.9685,0.72,0.605,0.95,0.9205
2026-03-02 21:12:00,0.9525,0.705,0.615,0.85,0.918
2026-03-02 21:13:00,0.952,0.705,0.615,0.85,0.9205
2026-03-02 21:14:00,0.9515,0.705,0.605,0.85,0.9205
2026-03-02 21:15:00,0.953,0.705,0.605,0.85,0.911
2026-03-02 21:16:00,0.95,0.705,0.605,0.85,0.9105
2026-03-02 21:17:00,0.9485,0.705,0.605,0.83,0.901
2026-03-02 21:18:00,0.95,0.7,0.605,0.825,0.9055
2026-03-02 21:19:00,0.95,0.7,0.63,0.83,0.921
2026-03-02 21:20:00,0.9495,0.695,0.625,0.83,0.92
2026-03-02 21:21:00,0.95,0.695,0.635,0.825,0.921
2026-03-02 21:22:00,0.95,0.7,0.62,0.825,0.9205
2026-03-02 21:23:00,0.95,0.7,0.64,0.825,0.911
2026-03-02 21:24:00,0.95,0.705,0.665,0.825,0.9205
2026-03-02 21:25:00,0.9505,0.74,0.665,0.83,0.9205
2026-03-02 21:26:00,0.9525,0.745,0.675,0.82,0.9205
2026-03-02 21:27:00,0.952,0.73,0.675,0.845,0.9205
2026-03-02 21:28:00,0.955,0.745,0.675,0.845,0.9205
2026-03-02 21:29:00,0.957,0.745,0.665,0.845,0.9155
2026-03-02 21:30:00,0.957,0.755,0.665,0.845,0.92
2026-03-02 21:31:00,0.957,0.755,0.665,0.845,0.919
2026-03-02 21:32:00,0.952,0.755,0.665,0.845,0.9205
2026-03-02 21:33:00,0.9525,0.755,0.65,0.845,0.916
2026-03-02 21:34:00,0.953,0.755,0.64,0.84,0.9205
2026-03-02 21:36:00,0.952,0.75,0.63,0.85,0.917
2026-03-02 21:37:00,0.9525,0.75,0.61,0.82,0.916
2026-03-02 21:38:00,0.956,0.755,0.595,0.845,0.92
2026-03-02 21:39:00,0.959,0.755,0.595,0.83,0.92
2026-03-02 21:40:00,0.96,0.75,0.595,0.825,0.901
2026-03-02 21:41:00,0.9615,0.745,0.595,0.83,0.896
2026-03-02 21:42:00,0.9615,0.745,0.575,0.835,0.91
2026-03-02 21:43:00,0.962,0.745,0.575,0.83,0.91
2026-03-02 21:44:00,0.962,0.745,0.575,0.83,0.896
2026-03-02 21:45:00,0.962,0.745,0.57,0.83,0.896
2026-03-02 21:46:00,0.962,0.735,0.57,0.825,0.896
2026-03-02 21:48:00,0.962,0.73,0.57,0.82,0.91
2026-03-02 21:49:00,0.962,0.73,0.605,0.84,0.909
2026-03-02 21:50:00,0.962,0.725,0.615,0.84,0.896
2026-03-02 21:51:00,0.962,0.725,0.565,0.83,0.9075
2026-03-02 21:52:00,0.962,0.725,0.56,0.84,0.896
2026-03-02 21:53:00,0.9625,0.725,0.56,0.84,0.9055
2026-03-02 21:54:00,0.9625,0.725,0.56,0.84,0.9095
2026-03-02 21:55:00,0.9625,0.73,0.56,0.845,0.91
2026-03-02 21:56:00,0.9625,0.725,0.56,0.825,0.91
2026-03-02 21:57:00,0.9625,0.725,0.56,0.835,0.91
2026-03-02 21:58:00,0.9625,0.725,0.56,0.825,0.909
2026-03-02 21:59:00,0.9625,0.725,0.56,0.825,0.9105
2026-03-02 22:00:00,0.9625,0.725,0.56,0.84,0.896
2026-03-02 22:01:00,0.9625,0.725,0.56,0.825,0.91
2026-03-02 22:02:00,0.9625,0.715,0.56,0.825,0.896
2026-03-02 22:03:00,0.9625,0.705,0.56,0.835,0.9065
2026-03-02 22:04:00,0.9625,0.705,0.56,0.845,0.9095
2026-03-02 22:05:00,0.9625,0.705,0.555,0.845,0.9095
2026-03-02 22:06:00,0.9625,0.705,0.555,0.86,0.896
2026-03-02 22:07:00,0.9625,0.705,0.555,0.845,0.9105
2026-03-02 22:08:00,0.9625,0.705,0.555,0.845,0.908
2026-03-02 22:09:00,0.9625,0.705,0.555,0.845,0.91
2026-03-02 22:10:00,0.9625,0.705,0.555,0.845,0.9075
2026-03-02 22:11:00,0.9625,0.705,0.555,0.845,0.91
2026-03-02 22:12:00,0.9625,0.705,0.555,0.83,0.896
2026-03-02 22:13:00,0.9625,0.705,0.56,0.835,0.91
2026-03-02 22:14:00,0.9625,0.705,0.56,0.825,0.91
2026-03-02 22:15:00,0.9615,0.705,0.56,0.83,0.9105
2026-03-02 22:16:00,0.9525,0.705,0.55,0.835,0.896
2026-03-02 22:17:00,0.955,0.705,0.55,0.83,0.91
2026-03-02 22:18:00,0.9545,0.7,0.595,0.83,0.896
2026-03-02 22:19:00,0.954,0.7,0.595,0.85,0.91
2026-03-02 22:20:00,0.956,0.7,0.575,0.86,0.9075
2026-03-02 22:21:00,0.956,0.7,0.575,0.86,0.91
2026-03-02 22:22:00,0.9565,0.7,0.555,0.835,0.9095
2026-03-02 22:23:00,0.9535,0.7,0.555,0.835,0.9255
2026-03-02 22:24:00,0.958,0.7,0.555,0.835,0.9205
2026-03-02 22:25:00,0.9535,0.7,0.555,0.835,0.9255
2026-03-02 22:26:00,0.9515,0.7,0.55,0.835,0.9355
2026-03-02 22:28:00,0.9525,0.7,0.54,0.835,0.9385
2026-03-02 22:29:00,0.952,0.725,0.54,0.835,0.931
2026-03-02 22:30:00,0.952,0.72,0.54,0.86,0.91
2026-03-02 22:31:00,0.952,0.72,0.54,0.83,0.9155
2026-03-02 22:32:00,0.9545,0.72,0.54,0.83,0.9155
2026-03-02 22:33:00,0.954,0.715,0.54,0.835,0.936
2026-03-02 22:35:00,0.952,0.71,0.54,0.835,0.896
2026-03-02 22:36:00,0.9515,0.695,0.595,0.83,0.896
2026-03-02 22:37:00,0.951,0.695,0.595,0.83,0.9305
2026-03-02 22:38:00,0.951,0.695,0.635,0.83,0.896
2026-03-02 22:39:00,0.951,0.695,0.635,0.825,0.896
2026-03-02 22:40:00,0.952,0.695,0.625,0.835,0.9155
2026-03-02 22:41:00,0.952,0.695,0.625,0.835,0.9295
2026-03-02 22:42:00,0.952,0.695,0.62,0.83,0.896
2026-03-02 22:43:00,0.952,0.695,0.62,0.835,0.938
2026-03-02 22:44:00,0.9515,0.695,0.62,0.83,0.942
2026-03-02 22:45:00,0.9535,0.695,0.6,0.83,0.942
2026-03-02 22:46:00,0.953,0.695,0.61,0.835,0.9415
2026-03-02 22:47:00,0.953,0.695,0.59,0.825,0.915
2026-03-02 22:48:00,0.953,0.7,0.59,0.83,0.9405
2026-03-02 22:49:00,0.9535,0.705,0.605,0.835,0.9345
2026-03-02 22:50:00,0.9545,0.695,0.605,0.825,0.9155
2026-03-02 22:51:00,0.959,0.695,0.605,0.835,0.9405
2026-03-02 22:52:00,0.958,0.695,0.605,0.835,0.945
2026-03-02 22:53:00,0.956,0.685,0.605,0.845,0.945
2026-03-02 22:54:00,0.9545,0.69,0.605,0.88,0.9345
2026-03-02 22:55:00,0.9775,0.69,0.605,0.885,0.9455
2026-03-02 22:56:00,0.977,0.685,0.61,0.915,0.951
2026-03-02 22:57:00,0.976,0.69,0.61,0.915,0.946
2026-03-02 22:58:00,0.976,0.69,0.61,0.945,0.946
2026-03-02 22:59:00,0.9755,0.685,0.61,0.945,0.9415
2026-03-02 23:00:00,0.9755,0.685,0.61,0.945,0.9405
2026-03-02 23:01:00,0.9755,0.695,0.625,0.825,0.9155
2026-03-02 23:02:00,0.9935,0.7,0.635,0.975,0.9455
2026-03-02 23:03:00,0.9935,0.695,0.63,0.975,0.9455
2026-03-02 23:04:00,0.9935,0.69,0.615,0.98,0.9415
2026-03-02 23:05:00,0.9935,0.69,0.625,0.985,0.9415
2026-03-02 23:06:00,0.994,0.685,0.62,0.985,0.9405
2026-03-02 23:07:00,0.994,0.685,0.62,0.985,0.941
2026-03-02 23:08:00,0.994,0.685,0.62,0.9845,0.9405
2026-03-02 23:09:00,0.994,0.685,0.625,0.9845,0.941
2026-03-02 23:10:00,0.9945,0.685,0.62,0.9705,0.9155
2026-03-02 23:11:00,0.9945,0.685,0.62,0.9705,0.941
2026-03-02 23:12:00,0.9945,0.685,0.62,0.9705,0.9405
2026-03-02 23:13:00,0.9945,0.685,0.62,0.975,0.941
2026-03-02 23:14:00,0.9945,0.685,0.62,0.975,0.9415
2026-03-02 23:15:00,0.9945,0.685,0.62,0.975,0.9415
2026-03-02 23:16:00,0.9945,0.685,0.62,0.975,0.9405
2026-03-02 23:17:00,0.9945,0.685,0.62,0.9745,0.9405
2026-03-02 23:19:00,0.9945,0.685,0.62,0.97,0.9405
2026-03-02 23:20:00,0.9945,0.685,0.62,0.9755,0.941
2026-03-02 23:21:00,0.9945,0.685,0.62,0.975,0.9405
2026-03-02 23:22:00,0.9945,0.685,0.62,0.9755,0.9455
2026-03-02 23:23:00,0.9945,0.685,0.62,0.9705,0.941
2026-03-02 23:24:00,0.9945,0.685,0.62,0.97,0.9405
2026-03-02 23:25:00,0.9945,0.685,0.625,0.97,0.9405
2026-03-02 23:26:00,0.9945,0.68,0.62,0.97,0.9405
2026-03-02 23:27:00,0.9945,0.685,0.62,0.97,0.9405
2026-03-02 23:28:00,0.9945,0.685,0.615,0.97,0.941
2026-03-02 23:29:00,0.9945,0.685,0.61,0.97,0.9405
2026-03-02 23:31:00,0.9945,0.685,0.62,0.97,0.941
2026-03-02 23:32:00,0.9945,0.685,0.61,0.9685,0.9465
2026-03-02 23:33:00,0.9945,0.685,0.61,0.9685,0.9485
2026-03-02 23:34:00,0.9945,0.685,0.575,0.9705,0.941
2026-03-02 23:36:00,0.993,0.685,0.565,0.971,0.941
2026-03-02 23:37:00,0.9935,0.685,0.565,0.971,0.9405
2026-03-02 23:38:00,0.994,0.685,0.585,0.9715,0.9425
2026-03-02 23:39:00,0.9935,0.685,0.6,0.9745,0.9405
2026-03-02 23:40:00,0.9945,0.685,0.62,0.97,0.941
2026-03-02 23:41:00,0.9935,0.685,0.6,0.9745,0.941
2026-03-02 23:42:00,0.995,0.685,0.605,0.9745,0.941
2026-03-02 23:43:00,0.995,0.685,0.62,0.9745,0.9405
2026-03-02 23:45:00,0.995,0.685,0.62,0.9745,0.9455
2026-03-02 23:46:00,0.995,0.68,0.62,0.9745,0.9405
2026-03-02 23:47:00,0.995,0.685,0.62,0.975,0.941
2026-03-02 23:48:00,0.995,0.685,0.625,0.975,0.9405
2026-03-02 23:49:00,0.995,0.685,0.61,0.975,0.9455
2026-03-02 23:50:00,0.9935,0.685,0.62,0.9725,0.941
2026-03-02 23:51:00,0.993,0.685,0.61,0.9725,0.9405
2026-03-02 23:52:00,0.993,0.685,0.61,0.975,0.9435
2026-03-02 23:53:00,0.993,0.68,0.615,0.975,0.94
2026-03-02 23:54:00,0.993,0.69,0.63,0.975,0.941
2026-03-02 23:55:00,0.993,0.69,0.625,0.975,0.9405
2026-03-02 23:56:00,0.993,0.68,0.625,0.975,0.9415
2026-03-02 23:57:00,0.993,0.68,0.625,0.9755,0.941
2026-03-02 23:58:00,0.993,0.68,0.625,0.976,0.94
2026-03-02 23:59:00,0.9925,0.68,0.625,0.976,0.9405
2026-03-03 00:00:00,0.993,0.68,0.625,0.9725,0.941
2026-03-03 00:01:00,0.993,0.68,0.625,0.976,0.9405
2026-03-03 00:02:00,0.9915,0.68,0.625,0.975,0.9355
2026-03-03 00:04:00,0.99,0.68,0.62,0.9765,0.9405
2026-03-03 00:05:00,0.99,0.68,0.625,0.977,0.9395
2026-03-03 00:06:00,0.99,0.68,0.625,0.977,0.9395
2026-03-03 00:07:00,0.9845,0.67,0.625,0.977,0.9405
2026-03-03 00:08:00,0.9775,0.67,0.625,0.977,0.941
2026-03-03 00:09:00,0.976,0.67,0.61,0.9845,0.941
2026-03-03 00:10:00,0.9795,0.67,0.61,0.9845,0.9405
2026-03-03 00:11:00,0.9795,0.67,0.61,0.9845,0.94
2026-03-03 00:12:00,0.981,0.67,0.61,0.985,0.94
2026-03-03 00:13:00,0.9805,0.67,0.61,0.985,0.939
2026-03-03 00:14:00,0.981,0.67,0.61,0.985,0.9405
2026-03-03 00:15:00,0.9855,0.67,0.61,0.985,0.9405
2026-03-03 00:16:00,0.9855,0.67,0.61,0.985,0.9415
2026-03-03 00:17:00,0.9855,0.67,0.61,0.9855,0.941
2026-03-03 00:18:00,0.9845,0.67,0.61,0.986,0.9385
2026-03-03 00:19:00,0.985,0.67,0.61,0.9855,0.9405
2026-03-03 00:21:00,0.9845,0.67,0.61,0.9855,0.941
2026-03-03 00:22:00,0.9835,0.67,0.61,0.9855,0.941
2026-03-03 00:23:00,0.983,0.67,0.61,0.9855,0.9405
2026-03-03 00:24:00,0.9835,0.67,0.61,0.9855,0.9405
2026-03-03 00:25:00,0.9805,0.67,0.61,0.986,0.9405
2026-03-03 00:26:00,0.98,0.67,0.61,0.9855,0.941
2026-03-03 00:27:00,0.9845,0.67,0.61,0.9855,0.94
2026-03-03 00:28:00,0.9845,0.67,0.605,0.9815,0.94
2026-03-03 00:29:00,0.9895,0.665,0.595,0.9815,0.941
2026-03-03 00:30:00,0.991,0.665,0.595,0.9855,0.941
2026-03-03 00:31:00,0.991,0.665,0.595,0.9815,0.94
2026-03-03 00:32:00,0.988,0.665,0.595,0.9815,0.94
2026-03-03 00:33:00,0.988,0.665,0.595,0.9815,0.941
2026-03-03 00:34:00,0.988,0.665,0.59,0.9815,0.94
2026-03-03 00:35:00,0.988,0.665,0.59,0.9815,0.94
2026-03-03 00:36:00,0.988,0.665,0.59,0.9815,0.935
2026-03-03 00:37:00,0.9885,0.665,0.59,0.9815,0.935
2026-03-03 00:38:00,0.9885,0.665,0.595,0.9815,0.935
2026-03-03 00:39:00,0.9885,0.665,0.595,0.9815,0.934
2026-03-03 00:40:00,0.989,0.665,0.595,0.9815,0.932
2026-03-03 00:41:00,0.9895,0.665,0.595,0.9805,0.93
2026-03-03 00:42:00,0.9895,0.665,0.595,0.9845,0.93
2026-03-03 00:43:00,0.9885,0.665,0.59,0.984,0.93
2026-03-03 00:44:00,0.989,0.665,0.59,0.9825,0.931
2026-03-03 00:45:00,0.989,0.665,0.59,0.9825,0.93
2026-03-03 00:46:00,0.989,0.665,0.59,0.9825,0.93
2026-03-03 00:47:00,0.989,0.665,0.59,0.982,0.93
2026-03-03 00:48:00,0.989,0.665,0.595,0.982,0.93
2026-03-03 00:49:00,0.989,0.665,0.595,0.982,0.93
2026-03-03 00:50:00,0.989,0.665,0.595,0.982,0.9245
2026-03-03 00:51:00,0.989,0.665,0.595,0.982,0.9445
2026-03-03 00:52:00,0.989,0.665,0.595,0.9815,0.94
2026-03-03 00:53:00,0.989,0.665,0.595,0.9835,0.935
2026-03-03 00:54:00,0.989,0.665,0.585,0.984,0.9305
2026-03-03 00:55:00,0.989,0.665,0.585,0.9845,0.931
2026-03-03 00:56:00,0.989,0.665,0.585,0.985,0.9305
2026-03-03 00:57:00,0.989,0.665,0.58,0.985,0.9305
2026-03-03 00:58:00,0.989,0.665,0.58,0.985,0.9305
2026-03-03 00:59:00,0.989,0.665,0.58,0.9845,0.9305
2026-03-03 01:00:00,0.989,0.665,0.58,0.985,0.9305
2026-03-03 01:01:00,0.989,0.665,0.585,0.982,0.9245
2026-03-03 01:02:00,0.989,0.665,0.585,0.984,0.9305
2026-03-03 01:03:00,0.989,0.66,0.585,0.9845,0.9305
2026-03-03 01:04:00,0.989,0.66,0.585,0.9845,0.9305
2026-03-03 01:05:00,0.989,0.66,0.585,0.984,0.9305
2026-03-03 01:06:00,0.989,0.66,0.585,0.984,0.9285
2026-03-03 01:07:00,0.989,0.66,0.58,0.9845,0.9285
2026-03-03 01:08:00,0.989,0.66,0.58,0.984,0.9285
2026-03-03 01:09:00,0.989,0.66,0.58,0.9845,0.9285
2026-03-03 01:10:00,0.989,0.66,0.58,0.984,0.9285
2026-03-03 01:11:00,0.9915,0.66,0.58,0.9845,0.9285
2026-03-03 01:12:00,0.993,0.66,0.58,0.9845,0.928
2026-03-03 01:13:00,0.993,0.66,0.58,0.9895,0.9275
2026-03-03 01:14:00,0.993,0.66,0.58,0.9895,0.9275
2026-03-03 01:15:00,0.993,0.66,0.58,0.9905,0.9275
2026-03-03 01:17:00,0.993,0.66,0.58,0.9905,0.9275
2026-03-03 01:18:00,0.993,0.65,0.59,0.99,0.9265
2026-03-03 01:19:00,0.9935,0.65,0.58,0.992,0.9265
2026-03-03 01:20:00,0.993,0.65,0.58,0.992,0.9395
2026-03-03 01:21:00,0.993,0.65,0.585,0.9905,0.9225
2026-03-03 01:22:00,0.993,0.65,0.58,0.992,0.941
2026-03-03 01:23:00,0.993,0.65,0.58,0.991,0.929
2026-03-03 01:25:00,0.993,0.65,0.58,0.9905,0.929
2026-03-03 01:26:00,0.993,0.65,0.58,0.991,0.929
2026-03-03 01:27:00,0.993,0.65,0.585,0.989,0.9275
2026-03-03 01:28:00,0.9935,0.65,0.585,0.989,0.9275
2026-03-03 01:29:00,0.9935,0.65,0.585,0.988,0.9285
2026-03-03 01:30:00,0.9935,0.65,0.58,0.992,0.9395
2026-03-03 01:31:00,0.9935,0.65,0.58,0.9885,0.9285
2026-03-03 01:32:00,0.9935,0.645,0.58,0.988,0.9305
2026-03-03 01:33:00,0.9935,0.645,0.58,0.9885,0.9405
2026-03-03 01:34:00,0.9935,0.645,0.58,0.9885,0.9405
2026-03-03 01:35:00,0.9935,0.645,0.58,0.989,0.919
2026-03-03 01:36:00,0.9935,0.65,0.58,0.988,0.9445
2026-03-03 01:37:00,0.994,0.65,0.58,0.9885,0.954
2026-03-03 01:39:00,0.9945,0.645,0.58,0.988,0.953
2026-03-03 01:40:00,0.9945,0.645,0.58,0.9875,0.953
2026-03-03 01:41:00,0.9945,0.645,0.58,0.987,0.953
2026-03-03 01:42:00,0.9945,0.645,0.585,0.9875,0.953
2026-03-03 01:43:00,0.9945,0.64,0.585,0.987,0.953
2026-03-03 01:44:00,0.9945,0.63,0.585,0.9875,0.953
2026-03-03 01:45:00,0.9945,0.63,0.585,0.987,0.953
2026-03-03 01:46:00,0.9945,0.63,0.585,0.9885,0.953
2026-03-03 01:47:00,0.9945,0.63,0.585,0.9845,0.953
2026-03-03 01:48:00,0.993,0.63,0.585,0.9845,0.9515
2026-03-03 01:49:00,0.993,0.63,0.585,0.9845,0.9515
2026-03-03 01:50:00,0.994,0.63,0.585,0.9845,0.951
2026-03-03 01:51:00,0.994,0.63,0.585,0.985,0.951
2026-03-03 01:52:00,0.994,0.63,0.585,0.9845,0.951
2026-03-03 01:53:00,0.994,0.63,0.585,0.985,0.9495
2026-03-03 01:54:00,0.994,0.63,0.585,0.985,0.9495
2026-03-03 01:55:00,0.994,0.625,0.58,0.985,0.9495
2026-03-03 01:56:00,0.994,0.625,0.58,0.985,0.9495
2026-03-03 01:57:00,0.994,0.625,0.58,0.985,0.9455
2026-03-03 01:58:00,0.994,0.63,0.58,0.985,0.9455
2026-03-03 02:00:00,0.994,0.63,0.58,0.985,0.9455
2026-03-03 02:01:00,0.994,0.625,0.58,0.9845,0.951
2026-03-03 02:02:00,0.994,0.62,0.58,0.985,0.955
2026-03-03 02:03:00,0.994,0.62,0.585,0.985,0.956
2026-03-03 02:04:00,0.994,0.62,0.585,0.9855,0.953
2026-03-03 02:05:00,0.994,0.62,0.585,0.9855,0.953
2026-03-03 02:06:00,0.9845,0.62,0.585,0.985,0.9475
2026-03-03 02:07:00,0.9845,0.625,0.585,0.985,0.9525
2026-03-03 02:08:00,0.9845,0.625,0.585,0.985,0.946
2026-03-03 02:09:00,0.9845,0.625,0.585,0.985,0.9515
2026-03-03 02:10:00,0.9845,0.625,0.585,0.985,0.952
2026-03-03 02:11:00,0.9345,0.625,0.585,0.986,0.966
2026-03-03 02:12:00,0.933,0.625,0.585,0.986,0.966
2026-03-03 02:13:00,0.938,0.625,0.585,0.986,0.942
2026-03-03 02:14:00,0.9405,0.625,0.585,0.986,0.9515
2026-03-03 02:15:00,0.941,0.625,0.585,0.9865,0.9515
2026-03-03 02:16:00,0.9355,0.625,0.585,0.986,0.9515
2026-03-03 02:17:00,0.9365,0.625,0.585,0.9865,0.951
2026-03-03 02:18:00,0.937,0.625,0.585,0.9865,0.9415
2026-03-03 02:19:00,0.934,0.625,0.585,0.986,0.9415
2026-03-03 02:20:00,0.944,0.625,0.585,0.986,0.952
2026-03-03 02:21:00,0.944,0.625,0.585,0.986,0.946
2026-03-03 02:22:00,0.9345,0.625,0.58,0.986,0.9515
2026-03-03 02:23:00,0.9345,0.625,0.58,0.986,0.9515
2026-03-03 02:24:00,0.934,0.625,0.545,0.986,0.9515
2026-03-03 02:25:00,0.9305,0.63,0.545,0.986,0.9515
2026-03-03 02:26:00,0.9305,0.63,0.545,0.986,0.953
2026-03-03 02:27:00,0.9295,0.63,0.545,0.986,0.952
2026-03-03 02:28:00,0.939,0.63,0.545,0.986,0.9535
2026-03-03 02:29:00,0.9465,0.63,0.545,0.9865,0.9465
2026-03-03 02:30:00,0.944,0.63,0.585,0.986,0.946
2026-03-03 02:31:00,0.947,0.63,0.545,0.9865,0.9515
2026-03-03 02:32:00,0.941,0.63,0.56,0.985,0.9535
2026-03-03 02:33:00,0.9385,0.63,0.56,0.985,0.958
2026-03-03 02:34:00,0.9485,0.63,0.56,0.985,0.951
2026-03-03 02:35:00,0.9495,0.63,0.56,0.985,0.951
2026-03-03 02:36:00,0.9495,0.63,0.56,0.9845,0.9565
2026-03-03 02:37:00,0.95,0.63,0.56,0.9845,0.9565
2026-03-03 02:38:00,0.9505,0.63,0.56,0.985,0.9555
2026-03-03 02:39:00,0.9505,0.63,0.56,0.985,0.9555
2026-03-03 02:40:00,0.9515,0.625,0.56,0.985,0.951
2026-03-03 02:41:00,0.949,0.625,0.56,0.985,0.9675
2026-03-03 02:42:00,0.952,0.625,0.56,0.985,0.959
2026-03-03 02:43:00,0.9525,0.615,0.56,0.979,0.959
2026-03-03 02:44:00,0.958,0.615,0.56,0.979,0.9565
2026-03-03 02:45:00,0.9575,0.615,0.56,0.9815,0.957
2026-03-03 02:46:00,0.962,0.615,0.56,0.9825,0.9525
2026-03-03 02:47:00,0.967,0.615,0.56,0.985,0.9935
2026-03-03 02:48:00,0.965,0.615,0.56,0.985,0.9935
2026-03-03 02:49:00,0.972,0.615,0.56,0.985,0.9935
2026-03-03 02:50:00,0.9755,0.615,0.56,0.976,0.951
2026-03-03 02:51:00,0.9755,0.615,0.56,0.976,0.993
2026-03-03 02:53:00,0.978,0.595,0.56,0.976,0.9935
2026-03-03 02:54:00,0.978,0.59,0.56,0.976,0.994
2026-03-03 02:55:00,0.978,0.59,0.56,0.976,0.994
2026-03-03 02:56:00,0.978,0.59,0.56,0.976,0.993
2026-03-03 02:57:00,0.978,0.59,0.56,0.9755,0.993
2026-03-03 02:58:00,0.978,0.57,0.56,0.975,0.993
2026-03-03 02:59:00,0.9785,0.57,0.56,0.9735,0.993
2026-03-03 03:00:00,0.979,0.57,0.56,0.976,0.993
2026-03-03 03:01:00,0.979,0.57,0.56,0.9735,0.993
2026-03-03 03:02:00,0.984,0.57,0.56,0.9735,0.993
2026-03-03 03:03:00,0.984,0.57,0.56,0.9735,0.993
2026-03-03 03:04:00,0.9805,0.57,0.56,0.9735,0.993
2026-03-03 03:05:00,0.9805,0.57,0.56,0.9735,0.993
2026-03-03 03:06:00,0.9935,0.57,0.56,0.9735,0.993
2026-03-03 03:07:00,0.9935,0.57,0.56,0.975,0.993
2026-03-03 03:08:00,0.993,0.57,0.56,0.9735,0.988
2026-03-03 03:09:00,0.993,0.57,0.56,0.9755,0.9875
2026-03-03 03:10:00,0.993,0.565,0.56,0.9735,0.993
2026-03-03 03:11:00,0.993,0.565,0.56,0.9735,0.986
2026-03-03 03:12:00,0.9795,0.555,0.565,0.9735,0.985
2026-03-03 03:13:00,0.98,0.555,0.565,0.9735,0.9855
2026-03-03 03:14:00,0.98,0.555,0.565,0.9735,0.9855
2026-03-03 03:15:00,0.98,0.555,0.565,0.9735,0.985
2026-03-03 03:16:00,0.98,0.555,0.565,0.9735,0.985
2026-03-03 03:17:00,0.98,0.555,0.565,0.9765,0.9845
2026-03-03 03:18:00,0.9805,0.555,0.565,0.9765,0.9845
