datetime,Will Israel or the US target an Iranian nuclear facility,Will Israel or the US target an Iranian oil or gas facility,Will Israel or the US target Fordow nuclear facility,Will Israel or the US target Isfahan Nuclear Technology Center nuclear facility,Will Israel or the US target Natanz Uranium Enrichment Facility
2026-03-03 10:18:00,0.9945,0.635,0.6,0.9745,0.9775
2026-03-03 10:19:00,0.9945,0.635,0.6,0.9745,0.977
2026-03-03 10:20:00,0.9945,0.635,0.6,0.9685,0.9775
2026-03-03 10:21:00,0.9945,0.635,0.6,0.969,0.9775
2026-03-03 10:22:00,0.9945,0.635,0.6,0.969,0.9785
2026-03-03 10:23:00,0.9945,0.635,0.6,0.969,0.9785
2026-03-03 10:24:00,0.9945,0.635,0.6,0.969,0.977
2026-03-03 10:25:00,0.9945,0.635,0.6,0.9685,0.977
2026-03-03 10:26:00,0.9945,0.635,0.6,0.969,0.9775
2026-03-03 10:27:00,0.9945,0.635,0.6,0.969,0.9775
2026-03-03 10:28:00,0.9945,0.635,0.6,0.969,0.977
2026-03-03 10:29:00,0.9945,0.635,0.6,0.969,0.9775
2026-03-03 10:30:00,0.9945,0.635,0.6,0.969,0.9775
2026-03-03 10:31:00,0.9945,0.635,0.6,0.968,0.977
2026-03-03 10:32:00,0.9945,0.635,0.6,0.9675,0.9775
2026-03-03 10:33:00,0.9945,0.635,0.6,0.9675,0.9815
2026-03-03 10:34:00,0.9945,0.635,0.6,0.9675,0.981
2026-03-03 10:35:00,0.9945,0.635,0.6,0.9675,0.981
2026-03-03 10:36:00,0.9945,0.635,0.6,0.9675,0.9815
2026-03-03 10:37:00,0.9945,0.635,0.6,0.9675,0.9795
2026-03-03 10:39:00,0.9945,0.635,0.6,0.9675,0.9795
2026-03-03 10:40:00,0.9945,0.635,0.6,0.9675,0.98
2026-03-03 10:41:00,0.9945,0.635,0.6,0.9675,0.979
2026-03-03 10:42:00,0.9945,0.635,0.6,0.9675,0.9785
2026-03-03 10:44:00,0.9945,0.635,0.6,0.9675,0.979
2026-03-03 10:45:00,0.9945,0.635,0.6,0.9675,0.9795
2026-03-03 10:46:00,0.9945,0.635,0.6,0.9675,0.98
2026-03-03 10:47:00,0.9945,0.635,0.6,0.9685,0.9795
2026-03-03 10:48:00,0.9945,0.635,0.6,0.9665,0.9815
2026-03-03 10:49:00,0.9945,0.635,0.6,0.9665,0.9795
2026-03-03 10:50:00,0.9945,0.61,0.6,0.9665,0.9795
2026-03-03 10:51:00,0.9945,0.61,0.6,0.9665,0.98
2026-03-03 10:52:00,0.9945,0.6,0.6,0.9665,0.9795
2026-03-03 10:53:00,0.9945,0.6,0.6,0.9665,0.9825
2026-03-03 10:54:00,0.9945,0.6,0.6,0.9665,0.983
2026-03-03 10:55:00,0.9945,0.6,0.6,0.9665,0.983
2026-03-03 10:56:00,0.9945,0.6,0.6,0.9665,0.979
2026-03-03 10:57:00,0.9945,0.6,0.6,0.969,0.98
2026-03-03 10:58:00,0.9945,0.6,0.6,0.9685,0.985
2026-03-03 10:59:00,0.9945,0.6,0.6,0.9675,0.985
2026-03-03 11:00:00,0.9945,0.6,0.6,0.9665,0.9795
2026-03-03 11:01:00,0.9945,0.6,0.6,0.968,0.982
2026-03-03 11:02:00,0.9945,0.6,0.6,0.968,0.983
2026-03-03 11:03:00,0.9945,0.6,0.6,0.969,0.9825
2026-03-03 11:05:00,0.9945,0.6,0.6,0.9685,0.983
2026-03-03 11:06:00,0.9945,0.6,0.6,0.9675,0.982
2026-03-03 11:07:00,0.9945,0.6,0.6,0.9675,0.9825
2026-03-03 11:08:00,0.9945,0.6,0.6,0.9675,0.9825
2026-03-03 11:09:00,0.9945,0.6,0.6,0.9675,0.9825
2026-03-03 11:10:00,0.9945,0.6,0.6,0.9675,0.982
2026-03-03 11:11:00,0.9945,0.6,0.6,0.9675,0.982
2026-03-03 11:12:00,0.9945,0.6,0.6,0.9675,0.984
2026-03-03 11:13:00,0.9945,0.6,0.6,0.9675,0.9805
2026-03-03 11:14:00,0.9945,0.595,0.6,0.9675,0.9825
2026-03-03 11:15:00,0.9945,0.595,0.6,0.9675,0.9825
2026-03-03 11:16:00,0.9945,0.595,0.6,0.9675,0.981
2026-03-03 11:17:00,0.9945,0.595,0.6,0.9675,0.9795
2026-03-03 11:18:00,0.9945,0.595,0.6,0.9675,0.9825
2026-03-03 11:19:00,0.9945,0.595,0.6,0.968,0.981
2026-03-03 11:20:00,0.9945,0.595,0.6,0.968,0.9805
2026-03-03 11:21:00,0.9945,0.595,0.6,0.968,0.9795
2026-03-03 11:22:00,0.9945,0.595,0.6,0.968,0.9815
2026-03-03 11:23:00,0.9945,0.595,0.6,0.968,0.9815
2026-03-03 11:24:00,0.9945,0.595,0.6,0.968,0.9805
2026-03-03 11:25:00,0.9945,0.595,0.6,0.968,0.9835
2026-03-03 11:26:00,0.9945,0.595,0.6,0.968,0.983
2026-03-03 11:27:00,0.9945,0.595,0.6,0.968,0.9835
2026-03-03 11:28:00,0.9945,0.595,0.6,0.968,0.984
2026-03-03 11:29:00,0.9945,0.595,0.6,0.968,0.984
2026-03-03 11:30:00,0.9945,0.595,0.6,0.968,0.9805
2026-03-03 11:31:00,0.9945,0.595,0.6,0.968,0.984
2026-03-03 11:32:00,0.9945,0.59,0.6,0.968,0.985
2026-03-03 11:33:00,0.9945,0.59,0.6,0.9665,0.9825
2026-03-03 11:34:00,0.9945,0.59,0.6,0.9665,0.982
2026-03-03 11:35:00,0.9945,0.59,0.6,0.9665,0.9835
2026-03-03 11:37:00,0.9945,0.59,0.6,0.9715,0.9835
2026-03-03 11:38:00,0.9945,0.59,0.6,0.971,0.9835
2026-03-03 11:39:00,0.9945,0.59,0.6,0.9695,0.9835
2026-03-03 11:40:00,0.9945,0.59,0.6,0.9705,0.984
2026-03-03 11:41:00,0.9945,0.59,0.6,0.9705,0.984
2026-03-03 11:42:00,0.9945,0.59,0.6,0.969,0.984
2026-03-03 11:43:00,0.9945,0.59,0.6,0.97,0.984
2026-03-03 11:44:00,0.9945,0.59,0.6,0.97,0.9845
2026-03-03 11:45:00,0.9945,0.59,0.6,0.97,0.9845
2026-03-03 11:46:00,0.9945,0.59,0.6,0.969,0.9845
2026-03-03 11:47:00,0.9945,0.59,0.6,0.9715,0.9845
2026-03-03 11:48:00,0.9945,0.59,0.6,0.9695,0.9845
2026-03-03 11:49:00,0.9945,0.59,0.6,0.968,0.9845
2026-03-03 11:50:00,0.9945,0.59,0.6,0.9695,0.9845
2026-03-03 11:51:00,0.9945,0.59,0.6,0.968,0.984
2026-03-03 11:52:00,0.9945,0.59,0.6,0.968,0.984
2026-03-03 11:53:00,0.9945,0.59,0.6,0.968,0.984
2026-03-03 11:54:00,0.9945,0.59,0.6,0.968,0.984
2026-03-03 11:55:00,0.9945,0.59,0.6,0.968,0.984
2026-03-03 11:56:00,0.9945,0.59,0.6,0.968,0.984
2026-03-03 11:57:00,0.9945,0.59,0.6,0.968,0.984
2026-03-03 11:58:00,0.9945,0.59,0.6,0.967,0.984
2026-03-03 11:59:00,0.9945,0.59,0.6,0.967,0.984
2026-03-03 12:00:00,0.9945,0.59,0.6,0.9695,0.9845
2026-03-03 12:01:00,0.9945,0.59,0.6,0.9685,0.984
2026-03-03 12:02:00,0.9945,0.59,0.6,0.9685,0.9845
2026-03-03 12:03:00,0.9945,0.59,0.6,0.9685,0.9845
2026-03-03 12:04:00,0.9945,0.59,0.6,0.9685,0.984
2026-03-03 12:05:00,0.9945,0.59,0.6,0.9685,0.9835
2026-03-03 12:06:00,0.9945,0.59,0.6,0.968,0.9825
2026-03-03 12:08:00,0.9945,0.59,0.6,0.9685,0.9855
2026-03-03 12:09:00,0.9945,0.59,0.6,0.967,0.9875
2026-03-03 12:10:00,0.9945,0.59,0.6,0.9685,0.984
2026-03-03 12:11:00,0.9945,0.59,0.6,0.967,0.9825
2026-03-03 12:12:00,0.9945,0.59,0.6,0.967,0.988
2026-03-03 12:13:00,0.9945,0.59,0.6,0.967,0.9865
2026-03-03 12:14:00,0.9945,0.59,0.6,0.967,0.985
2026-03-03 12:15:00,0.9945,0.59,0.6,0.967,0.985
2026-03-03 12:16:00,0.9945,0.59,0.6,0.967,0.9895
2026-03-03 12:17:00,0.994,0.59,0.6,0.969,0.99
2026-03-03 12:18:00,0.994,0.59,0.6,0.9685,0.986
2026-03-03 12:19:00,0.994,0.59,0.6,0.9685,0.986
2026-03-03 12:20:00,0.994,0.59,0.6,0.969,0.9825
2026-03-03 12:21:00,0.994,0.59,0.6,0.9675,0.986
2026-03-03 12:22:00,0.994,0.59,0.6,0.9685,0.984
2026-03-03 12:23:00,0.994,0.59,0.6,0.9685,0.984
2026-03-03 12:24:00,0.994,0.59,0.6,0.9685,0.985
2026-03-03 12:25:00,0.994,0.59,0.6,0.9675,0.9855
2026-03-03 12:26:00,0.994,0.59,0.6,0.9685,0.9855
2026-03-03 12:27:00,0.994,0.59,0.6,0.9685,0.9895
2026-03-03 12:28:00,0.994,0.59,0.6,0.969,0.9895
2026-03-03 12:29:00,0.994,0.59,0.6,0.9685,0.985
2026-03-03 12:30:00,0.994,0.59,0.6,0.969,0.9825
2026-03-03 12:31:00,0.994,0.59,0.6,0.969,0.9875
2026-03-03 12:33:00,0.994,0.59,0.6,0.9675,0.9875
2026-03-03 12:34:00,0.994,0.59,0.6,0.967,0.986
2026-03-03 12:35:00,0.994,0.59,0.6,0.967,0.9855
2026-03-03 12:36:00,0.994,0.59,0.6,0.9675,0.9835
2026-03-03 12:37:00,0.994,0.59,0.6,0.9675,0.987
2026-03-03 12:38:00,0.994,0.59,0.6,0.9675,0.988
2026-03-03 12:39:00,0.994,0.59,0.6,0.9675,0.9885
2026-03-03 12:40:00,0.994,0.59,0.6,0.9675,0.9855
2026-03-03 12:41:00,0.9945,0.59,0.6,0.9675,0.987
2026-03-03 12:42:00,0.9945,0.59,0.6,0.9675,0.986
2026-03-03 12:43:00,0.9945,0.59,0.6,0.9675,0.9855
2026-03-03 12:44:00,0.9945,0.59,0.6,0.9675,0.983
2026-03-03 12:45:00,0.9945,0.59,0.6,0.9675,0.986
2026-03-03 12:46:00,0.9945,0.59,0.6,0.9675,0.99
2026-03-03 12:47:00,0.9945,0.59,0.6,0.9675,0.99
2026-03-03 12:48:00,0.9945,0.59,0.6,0.9675,0.986
2026-03-03 12:49:00,0.9945,0.59,0.6,0.9675,0.986
2026-03-03 12:50:00,0.9945,0.59,0.6,0.9675,0.989
2026-03-03 12:51:00,0.9945,0.59,0.6,0.9675,0.988
2026-03-03 12:52:00,0.9945,0.59,0.6,0.9675,0.993
2026-03-03 12:53:00,0.9945,0.59,0.6,0.9675,0.993
2026-03-03 12:54:00,0.9945,0.59,0.6,0.9675,0.993
2026-03-03 12:55:00,0.9945,0.59,0.6,0.9675,0.993
2026-03-03 12:56:00,0.9945,0.59,0.6,0.9675,0.993
2026-03-03 12:57:00,0.9945,0.59,0.6,0.9675,0.993
2026-03-03 12:58:00,0.9945,0.59,0.6,0.9675,0.993
2026-03-03 12:59:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:00:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:01:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:02:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:03:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:04:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:05:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:06:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:07:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:08:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:09:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:10:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:11:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:12:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:13:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:14:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:16:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:17:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:18:00,0.9945,0.585,0.6,0.9675,0.993
2026-03-03 13:19:00,0.9945,0.585,0.6,0.967,0.993
2026-03-03 13:20:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:21:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:22:00,0.995,0.585,0.6,0.968,0.9925
2026-03-03 13:23:00,0.995,0.585,0.6,0.968,0.993
2026-03-03 13:24:00,0.995,0.585,0.6,0.968,0.993
2026-03-03 13:25:00,0.995,0.585,0.6,0.968,0.993
2026-03-03 13:26:00,0.995,0.585,0.6,0.968,0.993
2026-03-03 13:27:00,0.995,0.585,0.6,0.968,0.993
2026-03-03 13:28:00,0.995,0.585,0.6,0.9675,0.993
2026-03-03 13:29:00,0.995,0.585,0.6,0.9675,0.993
2026-03-03 13:30:00,0.995,0.585,0.6,0.9675,0.993
2026-03-03 13:31:00,0.995,0.585,0.6,0.967,0.993
2026-03-03 13:32:00,0.995,0.585,0.6,0.967,0.993
2026-03-03 13:33:00,0.9945,0.585,0.6,0.967,0.993
2026-03-03 13:35:00,0.9945,0.585,0.6,0.967,0.993
2026-03-03 13:36:00,0.9945,0.585,0.6,0.967,0.993
2026-03-03 13:37:00,0.9945,0.585,0.6,0.967,0.993
2026-03-03 13:38:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:39:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:40:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:41:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:42:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:43:00,0.9945,0.585,0.6,0.968,0.993
2026-03-03 13:44:00,0.9945,0.585,0.6,0.968,0.993
